CASE#,DATE  OF O,BLOCK,IUCR,PRIMARY DE,SECONDARY,LOCATION D,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINA,Y COORDINA,LATITUDE,LONGITUDE,LOCATION
JC144704,02/07/2019 07:30:00 PM,021XX W MADISON ST,0820,THEFT,$500 AND UNDER,SPORTS ARENA/STADIUM,N,N,1223,27,06,1162247,1900003,41.881271147000000,-87.679696982999999,"(41.881271147, -87.679696983)"
JC144150,02/07/2019 07:35:00 PM,042XX W WASHINGTON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1114,28,18,1148151,1900157,41.881976678999997,-87.731453138000006,"(41.881976679, -87.731453138)"
JC144157,02/07/2019 07:50:00 PM,013XX S TRIPP AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,Y,N,1011,24,18,1148266,1893399,41.863429719000003,-87.731204933000001,"(41.863429719, -87.731204933)"
JC144221,02/07/2019 07:55:00 PM,043XX W KINZIE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,Y,N,1114,28,18,1147441,1902232,41.887684348000001,-87.734007062000003,"(41.887684348, -87.734007062)"
JC144154,02/07/2019 07:55:00 PM,019XX S LAWNDALE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,Y,Y,1014,24,04A,1152007,1890206,41.854594931999998,-87.717555958999995,"(41.854594932, -87.717555959)"
JC144267,02/07/2019 08:00:00 PM,037XX W ARTHINGTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1133,24,07,1151707,1895782,41.869902021999998,-87.718510527000007,"(41.869902022, -87.718510527)"
JC144199,02/07/2019 08:00:00 PM,024XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,N,1135,28,08B,1160233,1896299,41.871148881000003,-87.687194679000001,"(41.871148881, -87.687194679)"
JC145013,02/07/2019 08:00:00 PM,005XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1831,42,14,1172430,1904681,41.893888961999998,-87.642167412000006,"(41.893888962, -87.642167412)"
JC144336,02/07/2019 08:00:00 PM,001XX W GRAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1831,42,14,1175146,1903873,41.891611296000001,-87.632216786000001,"(41.891611296, -87.632216786)"
JC144163,02/07/2019 08:15:00 PM,015XX S SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1022,24,14,1154615,1892256,41.860168641999998,-87.707928640999995,"(41.860168642, -87.707928641)"
JC144220,02/07/2019 08:42:00 PM,007XX S KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),APARTMENT,Y,N,1132,24,18,1149163,1896522,41.871982289000002,-87.727831218999995,"(41.871982289, -87.727831219)"
JC144964,02/07/2019 09:00:00 PM,001XX S DEARBORN ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,OTHER,N,N,112,42,24,1175960,1899592,41.879845703999997,-87.629356346999998,"(41.879845704, -87.629356347)"
JC144468,02/07/2019 09:00:00 PM,0000X W KINZIE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,N,N,1831,42,11,1176088,1903018,41.889243956999998,-87.628783072999994,"(41.889243957, -87.628783073)"
JC144228,02/07/2019 09:00:00 PM,035XX W DOUGLAS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1021,24,14,1153039,1893064,41.862417243000003,-87.713692354000003,"(41.862417243, -87.713692354)"
JC144331,02/07/2019 09:00:00 PM,004XX W 24TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,914,11,05,1173378,1888351,41.849057322999997,-87.639170761000003,"(41.849057323, -87.639170761)"
JC144234,02/07/2019 09:05:00 PM,008XX W LAKE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1224,27,14,1170832,1901667,41.885653525000002,-87.648124690000003,"(41.885653525, -87.64812469)"
JC144293,02/07/2019 09:30:00 PM,003XX E SOUTH WATER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,114,42,07,1178979,1902046,41.886511114999998,-87.618196037000004,"(41.886511115, -87.618196037)"
JC144277,02/07/2019 09:30:00 PM,003XX S SACRAMENTO BLVD,0890,THEFT,FROM BUILDING,GAS STATION,N,N,1124,28,06,1156432,1898376,41.876926044999998,-87.701093422000000,"(41.876926045, -87.701093422)"
JC144255,02/07/2019 09:40:00 PM,020XX S WASHTENAW AVE,0330,ROBBERY,AGGRAVATED,STREET,N,N,1023,12,03,1158674,1890260,41.854609306999997,-87.693083697999995,"(41.854609307, -87.693083698)"
JC144290,02/07/2019 10:10:00 PM,0000X E ROOSEVELT RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PLATFORM,N,N,123,4,14,1176818,1895074,41.867428687000000,-87.626342565000002,"(41.867428687, -87.626342565)"
JC144257,02/07/2019 10:14:00 PM,015XX W FULTON ST,0810,THEFT,OVER $500,STREET,N,N,1215,27,06,1165923,1901943,41.886517036999997,-87.666143555000005,"(41.886517037, -87.666143555)"
JC144259,02/07/2019 10:19:00 PM,011XX W TAYLOR ST,0560,ASSAULT,SIMPLE,STREET,Y,N,1232,25,08A,1168741,1895738,41.869429465000003,-87.655975042999998,"(41.869429465, -87.655975043)"
JC144275,02/07/2019 10:34:00 PM,013XX S KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,Y,N,1011,24,18,1148596,1893543,41.863818514999998,-87.729989801000002,"(41.863818515, -87.729989801)"
JC144287,02/07/2019 10:52:00 PM,0000X E ROOSEVELT RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,Y,N,123,4,14,1176818,1895074,41.867428687000000,-87.626342565000002,"(41.867428687, -87.626342565)"
JC144309,02/07/2019 10:53:00 PM,004XX N DRAKE AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,ALLEY,Y,N,1123,27,24,1152640,1902706,41.888883823000000,-87.714902013000000,"(41.888883823, -87.714902013)"
JC144484,02/07/2019 11:00:00 PM,014XX S TRIPP AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1011,24,06,1148286,1892707,41.861530401000003,-87.731149332000001,"(41.861530401, -87.731149332)"
JC144302,02/07/2019 11:19:00 PM,015XX S RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,N,1014,24,08B,1151630,1892107,41.859818912000001,-87.718889785000002,"(41.859818912, -87.718889785)"
JC144344,02/07/2019 11:20:00 PM,002XX N DEARBORN ST,0460,BATTERY,SIMPLE,STREET,N,N,111,42,08B,1175901,1901839,41.886012928000000,-87.629505318000000,"(41.886012928, -87.629505318)"
JC144763,02/07/2019 11:30:00 PM,013XX S CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,STREET,N,Y,1011,24,06,1152580,1893720,41.864226459999998,-87.715359960000001,"(41.86422646, -87.71535996)"
JC148512,02/08/2019 12:01:00 AM,013XX S HOMAN AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1021,24,06,1153915,1893541,41.863708789000000,-87.710463950999994,"(41.863708789, -87.710463951)"
JC144330,02/08/2019 12:56:00 AM,005XX W ERIE ST,0810,THEFT,OVER $500,STREET,N,N,1831,42,06,1172440,1904681,41.893888740999998,-87.642130684999998,"(41.893888741, -87.642130685)"
JC144350,02/08/2019 01:22:00 AM,002XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,N,N,113,42,06,1176417,1899156,41.878638995999999,-87.627691486000003,"(41.878638996, -87.627691486)"
JC151696,02/08/2019 02:00:00 AM,020XX W OHIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1221,26,08B,1162683,1904008,41.892252075000002,-87.677983703999999,"(41.892252075, -87.677983704)"
JC144978,02/08/2019 03:00:00 AM,026XX W SUPERIOR ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,N,N,1221,26,02,1158734,1904895,41.894767930999997,-87.692462394000003,"(41.894767931, -87.692462394)"
JC144372,02/08/2019 03:00:00 AM,007XX S KEELER AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,N,Y,1132,24,04A,1148497,1896584,41.872165289999998,-87.730274804999993,"(41.87216529, -87.730274805)"
JC144384,02/08/2019 04:30:00 AM,004XX N STATE ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,N,N,1831,42,03,1176302,1903096,41.889453168999999,-87.627994833000002,"(41.889453169, -87.627994833)"
JC144799,02/08/2019 05:45:00 AM,015XX W CERMAK RD,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",N,N,1235,25,08A,1166511,1889503,41.852368073999997,-87.664340304999996,"(41.852368074, -87.664340305)"
JC148802,02/08/2019 06:00:00 AM,005XX N CLAREMONT AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1221,26,05,1160644,1903584,41.891131074000000,-87.685483845999997,"(41.891131074, -87.685483846)"
JC144441,02/08/2019 06:37:00 AM,006XX N ST CLAIR ST,0460,BATTERY,SIMPLE,HOTEL/MOTEL,N,N,1834,42,08B,1177724,1904638,41.893652297999999,-87.622725822000007,"(41.893652298, -87.622725822)"
JC151917,02/08/2019 07:00:00 AM,023XX S LAKE SHORE DR E,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,132,4,08A,1180536,1888993,41.850657231000000,-87.612880723000004,"(41.850657231, -87.612880723)"
JC145270,02/08/2019 07:25:00 AM,019XX W OHIO ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1221,1,05,1163436,1904030,41.892296629000001,-87.675217638000007,"(41.892296629, -87.675217638)"
JC146054,02/08/2019 08:00:00 AM,007XX W WAYMAN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1214,42,06,1171358,1902334,41.887472275000000,-87.646173513999997,"(41.887472275, -87.646173514)"
JC147566,02/08/2019 08:00:00 AM,016XX S TRUMBULL AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1021,24,05,1153638,1891589,41.858357791000003,-87.711532704999996,"(41.858357791, -87.711532705)"
JC145526,02/08/2019 08:30:00 AM,006XX S CLARK ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,123,4,08B,1175623,1897454,41.873986481000003,-87.630658023999999,"(41.873986481, -87.630658024)"
JC144557,02/08/2019 08:37:00 AM,002XX S STATE ST,0860,THEFT,RETAIL THEFT,RESTAURANT,N,N,113,42,06,1176418,1899146,41.878611532999997,-87.627688116000002,"(41.878611533, -87.627688116)"
JC145255,02/08/2019 09:00:00 AM,001XX N SANGAMON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,1224,27,26,1170077,1900946,41.883691560999999,-87.650918235999995,"(41.883691561, -87.650918236)"
JC144600,02/08/2019 09:25:00 AM,008XX S CENTRAL PARK AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1133,24,18,1152512,1896018,41.870533772000002,-87.715548878000007,"(41.870533772, -87.715548878)"
JC144644,02/08/2019 10:00:00 AM,002XX E 18TH ST,0890,THEFT,FROM BUILDING,PARK PROPERTY,N,N,132,3,06,1178054,1891614,41.857906208999999,-87.621910330000006,"(41.857906209, -87.62191033)"
JC144635,02/08/2019 10:07:00 AM,040XX W 19TH ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,Y,N,1012,24,18,1149603,1890338,41.855004125999997,-87.726376298000005,"(41.855004126, -87.726376298)"
JC144638,02/08/2019 10:20:00 AM,005XX W ROOSEVELT RD,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,N,N,124,25,26,1172757,1894970,41.867234113000002,-87.641254066000002,"(41.867234113, -87.641254066)"
JC144630,02/08/2019 10:25:00 AM,010XX W RANDOLPH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1224,27,06,1169307,1901120,41.884185797000001,-87.653740666000004,"(41.884185797, -87.653740666)"
JC144690,02/08/2019 10:40:00 AM,007XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,Y,N,1121,27,18,1152912,1904803,41.894632817000002,-87.713847518999998,"(41.894632817, -87.713847519)"
JC144660,02/08/2019 10:45:00 AM,002XX N KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,Y,N,1114,28,18,1149024,1901017,41.884319769000001,-87.728225197000000,"(41.884319769, -87.728225197)"
JC144693,02/08/2019 10:45:00 AM,007XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,N,N,123,4,06,1177389,1897003,41.872709055999998,-87.624187856999995,"(41.872709056, -87.624187857)"
JC144652,02/08/2019 10:46:00 AM,034XX W 16TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA BUS STOP,Y,N,1021,24,18,1153833,1891831,41.859017989000002,-87.710810486000000,"(41.859017989, -87.710810486)"
JC147486,02/08/2019 11:00:00 AM,006XX W WAYMAN ST,1360,CRIMINAL TRESPASS,TO VEHICLE,RESIDENCE-GARAGE,N,N,1214,42,26,1171771,1902342,41.887485142999999,-87.644656628999996,"(41.887485143, -87.644656629)"
JC147070,02/08/2019 11:00:00 AM,001XX W LAKE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,122,42,06,1175359,1901736,41.885742471000000,-87.631498734000004,"(41.885742471, -87.631498734)"
JC144694,02/08/2019 11:05:00 AM,011XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,123,4,06,1177421,1895540,41.868693770999997,-87.624114750999993,"(41.868693771, -87.624114751)"
JC145533,02/08/2019 11:08:00 AM,006XX N ST CLAIR ST,0810,THEFT,OVER $500,STREET,N,N,1834,42,06,1177732,1904349,41.892859086999998,-87.622705232000001,"(41.892859087, -87.622705232)"
JC144701,02/08/2019 11:15:00 AM,040XX W GLADYS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1132,28,18,1149616,1898052,41.876172003000001,-87.726128314999997,"(41.876172003, -87.726128315)"
JC144725,02/08/2019 11:19:00 AM,035XX W ADAMS ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,Y,N,1123,28,18,1152831,1898845,41.878285060000003,-87.714302861999997,"(41.87828506, -87.714302862)"
JC144733,02/08/2019 11:20:00 AM,0000X S SPRINGFIELD AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,Y,N,1122,28,18,1150398,1899608,41.880426622999998,-87.723216444000002,"(41.880426623, -87.723216444)"
JC144858,02/08/2019 11:30:00 AM,001XX N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,Y,N,111,42,26,1176352,1900918,41.883475490999999,-87.627876968999999,"(41.883475491, -87.627876969)"
JC144731,02/08/2019 11:45:00 AM,0000X E MADISON ST,0870,THEFT,POCKET-PICKING,RESTAURANT,N,N,112,42,06,1176461,1900405,41.882065330000003,-87.627492211000003,"(41.88206533, -87.627492211)"
JC144737,02/08/2019 12:00:00 PM,018XX S MAY ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,1235,25,03,1169090,1891230,41.857051583000001,-87.654824576999999,"(41.857051583, -87.654824577)"
JC145312,02/08/2019 12:00:00 PM,033XX W CARROLL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,N,N,1123,28,11,1154031,1902203,41.887475918000000,-87.709807120999997,"(41.887475918, -87.709807121)"
JC144902,02/08/2019 12:05:00 PM,015XX S SAWYER AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,Y,N,1022,24,18,1154948,1892223,41.860071423000001,-87.706707163000004,"(41.860071423, -87.706707163)"
JC144824,02/08/2019 12:20:00 PM,041XX W ADAMS ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1115,28,08A,1148729,1898687,41.877931689000000,-87.729368695999995,"(41.877931689, -87.729368696)"
JC144786,02/08/2019 12:20:00 PM,042XX W MADISON ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,Y,N,1115,28,06,1148091,1899675,41.880655171000001,-87.731685866999996,"(41.880655171, -87.731685867)"
JC144790,02/08/2019 12:30:00 PM,015XX S HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1014,24,08B,1150297,1892241,41.860212697999998,-87.723779399999998,"(41.860212698, -87.7237794)"
JC144877,02/08/2019 12:30:00 PM,0000X W KINZIE ST,0890,THEFT,FROM BUILDING,OTHER,N,N,1831,42,06,1176088,1903018,41.889243956999998,-87.628783072999994,"(41.889243957, -87.628783073)"
JC144792,02/08/2019 12:30:00 PM,006XX N KINGSBURY ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,1831,42,06,1172883,1904116,41.892328542999998,-87.640520461999998,"(41.892328543, -87.640520462)"
JC144859,02/08/2019 12:45:00 PM,006XX N WELLS ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,1832,42,08A,1174621,1904610,41.893645419999999,-87.634122793000003,"(41.89364542, -87.634122793)"
JC144818,02/08/2019 12:50:00 PM,039XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),Y,N,1122,28,18,1150097,1899369,41.879776647000000,-87.724327922000001,"(41.879776647, -87.724327922)"
JC145056,02/08/2019 01:00:00 PM,040XX W LAKE ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,N,N,1114,28,04B,1149512,1901446,41.885487535000003,-87.726422045000007,"(41.885487535, -87.726422045)"
JC144861,02/08/2019 01:00:00 PM,006XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1834,42,06,1176247,1904879,41.894347054000001,-87.628142999000005,"(41.894347054, -87.628142999)"
JC144994,02/08/2019 01:00:00 PM,015XX W MADISON ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,Y,N,1224,28,11,1166110,1900104,41.881466687000000,-87.665509400999994,"(41.881466687, -87.665509401)"
JC144839,02/08/2019 01:05:00 PM,013XX S CLINTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,124,11,14,1172924,1894302,41.865397377000001,-87.640660776999994,"(41.865397377, -87.640660777)"
JC144848,02/08/2019 01:16:00 PM,038XX W ROOSEVELT RD,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,Y,N,1011,24,18,1150785,1894432,41.866215537999999,-87.721930787999995,"(41.866215538, -87.721930788)"
JC144899,02/08/2019 01:23:00 PM,014XX S CANAL ST,0820,THEFT,$500 AND UNDER,OTHER,N,N,124,11,06,1173362,1893147,41.862218265000003,-87.639087164000003,"(41.862218265, -87.639087164)"
JC144872,02/08/2019 01:29:00 PM,007XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,1135,28,08B,1157822,1896484,41.871706000000003,-87.696041324999996,"(41.871706, -87.696041325)"
JC145935,02/08/2019 01:30:00 PM,0000X S GREEN ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,1232,27,11,1170737,1900107,41.881374860999998,-87.648519260000000,"(41.881374861, -87.64851926)"
JC147582,02/08/2019 01:44:00 PM,002XX W WASHINGTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,122,42,11,1174586,1900807,41.883210552999998,-87.634365105000001,"(41.883210553, -87.634365105)"
JC144891,02/08/2019 01:45:00 PM,004XX N CLARK ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1831,42,06,1175464,1903149,41.889617465000001,-87.631070691999994,"(41.889617465, -87.631070692)"
JC144948,02/08/2019 01:49:00 PM,028XX W ROOSEVELT RD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),CTA BUS STOP,Y,N,1135,28,18,1157745,1894588,41.866504751999997,-87.696375674999999,"(41.866504752, -87.696375675)"
JC144905,02/08/2019 02:00:00 PM,033XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1124,28,08B,1154213,1899339,41.879613182000000,-87.709215248999996,"(41.879613182, -87.709215249)"
JC144988,02/08/2019 02:00:00 PM,011XX W FULTON MARKET,0820,THEFT,$500 AND UNDER,STREET,N,N,1214,27,06,1169012,1902029,41.886686562000001,-87.654797540000004,"(41.886686562, -87.65479754)"
JC144934,02/08/2019 02:22:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,112,42,06,1176391,1900196,41.881493401999997,-87.627755557000000,"(41.881493402, -87.627755557)"
JC144959,02/08/2019 02:30:00 PM,015XX S SAWYER AVE,2026,NARCOTICS,POSS: PCP,ALLEY,Y,N,1022,24,18,1154947,1892257,41.860164742999999,-87.706709922000002,"(41.860164743, -87.706709922)"
JC145001,02/08/2019 02:42:00 PM,038XX W OHIO ST,1661,GAMBLING,GAME/DICE,SIDEWALK,Y,N,1122,37,19,1150485,1903727,41.891727901000003,-87.722789378000002,"(41.891727901, -87.722789378)"
JC144967,02/08/2019 02:49:00 PM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,123,4,06,1175696,1895352,41.868216820000001,-87.630453200000005,"(41.86821682, -87.6304532)"
JC146250,02/08/2019 02:51:00 PM,005XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,N,N,1834,42,06,1177347,1903741,41.891199446000002,-87.624137626000007,"(41.891199446, -87.624137626)"
JC144997,02/08/2019 03:07:00 PM,039XX W ROOSEVELT RD,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,CONVENIENCE STORE,Y,N,1132,24,18,1150448,1894424,41.866200165000002,-87.723168161999993,"(41.866200165, -87.723168162)"
JC144984,02/08/2019 03:15:00 PM,019XX S ST LOUIS AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1024,24,06,1153406,1890225,41.854619423999999,-87.712420503999994,"(41.854619424, -87.712420504)"
JC152561,02/08/2019 03:30:00 PM,001XX S STATE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,CTA PLATFORM,N,Y,112,42,26,1176400,1899863,41.880579427999997,-87.627732562999995,"(41.880579428, -87.627732563)"
JC145085,02/08/2019 03:30:00 PM,034XX W POLK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1133,24,07,1153601,1896158,41.870896371000001,-87.711547049000004,"(41.870896371, -87.711547049)"
JC145025,02/08/2019 03:44:00 PM,040XX W ADAMS ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1115,28,08B,1149574,1898707,41.877970212000001,-87.726265515999998,"(41.877970212, -87.726265516)"
JC145133,02/08/2019 03:48:00 PM,012XX W ROOSEVELT RD,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,N,Y,1233,25,04B,1168413,1894846,41.866988841000001,-87.657205005999998,"(41.866988841, -87.657205006)"
JC148221,02/08/2019 03:50:00 PM,022XX W JACKSON BLVD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",N,N,1225,27,04B,1161324,1898653,41.877585867000001,-87.683123746000007,"(41.877585867, -87.683123746)"
JC151505,02/08/2019 04:00:00 PM,018XX S RIDGEWAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1014,24,07,1151660,1890745,41.856080833999997,-87.718815445000004,"(41.856080834, -87.718815445)"
JC145239,02/08/2019 04:00:00 PM,003XX S PEORIA ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1232,25,11,1170465,1898655,41.877396421999997,-87.649560503000004,"(41.877396422, -87.649560503)"
JC145232,02/08/2019 04:15:00 PM,021XX W 18TH PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,N,N,1234,25,14,1162319,1891051,41.856704528999998,-87.679682905000007,"(41.856704529, -87.679682905)"
JC145112,02/08/2019 04:15:00 PM,013XX S CLINTON ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,124,11,06,1172924,1894302,41.865397377000001,-87.640660776999994,"(41.865397377, -87.640660777)"
JC145396,02/08/2019 04:30:00 PM,0000X N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,N,N,122,42,11,1174726,1900671,41.882834230999997,-87.633855092000005,"(41.882834231, -87.633855092)"
JC145379,02/08/2019 05:00:00 PM,006XX S STATE ST,0810,THEFT,OVER $500,CTA PLATFORM,N,N,123,4,06,1176452,1897617,41.874415100000000,-87.627609438999997,"(41.8744151, -87.627609439)"
JC147033,02/08/2019 05:00:00 PM,021XX S RIDGEWAY AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1014,24,06,1151709,1889363,41.852287498000003,-87.718671900999993,"(41.852287498, -87.718671901)"
JC145508,02/08/2019 05:00:00 PM,003XX N PEORIA,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1214,27,06,1170347,1902615,41.888265513999997,-87.649877967999998,"(41.888265514, -87.649877968)"
JC147948,02/08/2019 05:00:00 PM,020XX W FULTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1223,27,14,1162789,1902007,41.886758946000000,-87.677650565999997,"(41.886758946, -87.677650566)"
JC146129,02/08/2019 05:00:00 PM,001XX W RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,N,N,122,42,11,1175414,1901275,41.884476225999997,-87.631310612999997,"(41.884476226, -87.631310613)"
JC145137,02/08/2019 05:00:00 PM,012XX S RACINE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1233,25,08A,1168558,1894772,41.866782643999997,-87.656674835999993,"(41.866782644, -87.656674836)"
JC145124,02/08/2019 05:00:00 PM,029XX W WASHINGTON BLVD,0460,BATTERY,SIMPLE,OTHER,N,N,1222,27,08B,1156704,1900540,41.882858769999999,-87.700036085999997,"(41.88285877, -87.700036086)"
JC149442,02/08/2019 05:30:00 PM,0000X S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,N,N,112,42,06,1176390,1900219,41.881556537999998,-87.627758534999998,"(41.881556538, -87.627758535)"
JC145181,02/08/2019 05:30:00 PM,003XX N CLARK ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1831,42,06,1175473,1902826,41.888730932999998,-87.631047347999996,"(41.888730933, -87.631047348)"
JC145185,02/08/2019 05:55:00 PM,001XX W WASHINGTON ST,0890,THEFT,FROM BUILDING,OTHER,N,N,122,42,06,1175383,1900814,41.883211912000000,-87.631438294000006,"(41.883211912, -87.631438294)"
JC145405,02/08/2019 06:00:00 PM,001XX N STATE ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SMALL RETAIL STORE,N,N,111,42,03,1176352,1900918,41.883475490999999,-87.627876968999999,"(41.883475491, -87.627876969)"
